1224,Cassat Hall,417,Single
1233,Cassat Hall,201,Single
1238,Cassat Hall,321,Double
1240,Burton Hall,208A,Triple
1248,Burton Hall,206,Single
1250,Burton Hall,402,Single
1253,Burton Hall,227,Single
1259,Allen House,204A,Double
1274,Cassat Hall,427,Single
1275,Burton Hall,310,Single
1279,Burton Hall,306,Single
1294,Burton Hall,215,Single
1298,Burton Hall,309,Single
1305,Allen House,107A,Double
1306,Burton Hall,313,Single
1308,Nourse Hall,107,Single
1310,Wilson House,101,Single
1311,Burton Hall,317,Single
1318,Nourse Hall,314,Single
1323,Nourse Hall,103,Single
1329,Cassat Hall,112,Double
1330,Watson Hall,701,Single
1332,Wilson House,202,Single
1338,Evans Hall,201,Quad
1346,Burton Hall,109,Single
1352,Burton Hall,308A,Triple
1353,Rice House,300B,Single
1358,Burton Hall,331,Single
1359,Wilson House,102,Single
1371,Allen House,101,Single
1376,Davis Hall,216A,Triple
1379,Allen House,102,Single
1380,Burton Hall,123,Single
1389,Nourse Hall,307,Single
1390,Nourse Hall,214,Single
1393,Nourse Hall,110,Single
1401,Allen House,206,Single
1404,Burton Hall,226A,Triple
1406,Myers Hall,433,Single
1409,Myers Hall,115A,Double
1410,Musser Hall,211,Single
1411,Cassat Hall,426,Double
1418,Myers Hall,333,Single
1426,Burton Hall,233,Single
1427,Faculty Club,102,Single
1428,Evans Hall,206,Single
1448,Musser Hall,328,Single
1452,Musser Hall,411,Single
1459,Huntington House,202,Single
1460,Nourse Hall,12,Single
1462,Burton Hall,205,Single
1468,Watson Hall,505,Single
1469,Evans Hall,111,Single
1473,Watson Hall,116,Triple
1474,Nourse Hall,15,Single
1475,Huntington House,110,Single
1484,Burton Hall,305,Single
1487,Rice House,300C,Single
1497,Musser Hall,327,Single
1520,Williams House,206,Single
2001,Burton Hall,225A,Triple
2003,Hill House,101,Triple
2004,Hill House,302,Double
2005,Burton Hall,222,Double
2008,Nourse Hall,306A,Double
2009,Burton Hall,113A,Triple
2010,Watson Hall,308,Single
2015,Burton Hall,121A,Triple
2016,Burton Hall,130A,Triple
2020,Rice House,204A,Triple
2026,Burton Hall,217A,Triple
2027,Nourse Hall,106A,Double
2030,Burton Hall,414B,Triple
2034,Burton Hall,110A,Double
2035,Burton Hall,235A,Triple
2038,Evans Hall,211A,Quad
2039,Burton Hall,302A,Triple
2040,Burton Hall,124,Single
2041,Burton Hall,330A,Triple
2042,Watson Hall,515,Single
2043,Watson Hall,616,Single
2045,Nourse Hall,216,Triple
2057,Burton Hall,301A,Triple
2063,Burton Hall,106A,Double
2066,Evans Hall,212A,Quad
2067,Cassat Hall,421,Double
2069,Nourse Hall,208A,Triple
2079,Watson Hall,711,Single
2081,Nourse Hall,309A,Double
2082,Musser Hall,228,Single
2085,Evans Hall,101,Single
2091,Evans Hall,103,Single
2093,Hill House,103,Triple
2097,Nourse Hall,304A,Double
2100,Hill House,206,Double
2101,Watson Hall,209,Single
2105,Nourse Hall,301A,Triple
2108,Faculty Club,104,Single
2112,Hill House,102,Triple
2115,Burton Hall,103,Single
2125,Watson Hall,602,Single
2127,Watson Hall,612,Single
2129,Cassat Hall,322,Double
2131,Watson Hall,208,Single
2135,Cassat Hall,312,Double
2138,Nourse Hall,14,Single
2142,Burton Hall,409,Double
2148,Watson Hall,611,Single
2149,Cassat Hall,305,Double
2159,Burton Hall,119,Triple
2171,Watson Hall,204,Single
2173,Watson Hall,216,Single
2179,Watson Hall,605,Single
2181,Watson Hall,615,Single
2190,Evans Hall,411A,Quad
2194,Evans Hall,412A,Triple
2202,Cassat Hall,302,Double
2205,Huntington House,102,Double
2209,Nourse Hall,303A,Triple
2210,Watson Hall,411,Single
2216,Watson Hall,416,Single
2218,Myers Hall,214,Single
2222,Burton Hall,418,Single
2227,Cassat Hall,203,Double
2228,Cassat Hall,407,Double
2234,Cassat Hall,113,Double
2237,Cassat Hall,404,Double
2245,Goodhue Hall,319,Single
2253,Cassat Hall,109,Double
2256,Watson Hall,205,Single
2259,Cassat Hall,313,Double
2265,Cassat Hall,414,Double
2266,Cassat Hall,128,Double
2268,Nourse Hall,407A,Double
2272,Watson Hall,418,Single
2276,Watson Hall,618,Single
2277,Watson Hall,704,Single
2278,Evans Hall,409A,Triple
2291,Goodhue Hall,208,Single
2293,Cassat Hall,328,Double
2311,Evans Hall,311A,Quad
2326,Rice House,111A,Double
2328,Watson Hall,211,Single
2329,Nourse Hall,417,Double
2336,Myers Hall,314,Single
2337,Musser Hall,227,Single
2342,Watson Hall,408,Single
2344,Nourse Hall,16,Single
2349,Watson Hall,405,Single
2350,Musser Hall,315,Single
2359,Goodhue Hall,302,Single
2363,Cassat Hall,405,Double
2368,Goodhue Hall,408,Single
2369,Watson Hall,511,Single
2372,Watson Hall,412,Single
2378,Watson Hall,401,Single
2380,Davis Hall,215,Double
2387,Watson Hall,508,Single
2388,Cassat Hall,211,Double
2390,Evans Hall,407A,Triple
2392,Watson Hall,409,Single
2403,Watson Hall,312,Single
2404,Huntington House,203,Double
242,Myers Hall,242,Double
2423,Musser Hall,427,Single
2428,Myers Hall,206,Double
2435,Faculty Club,204,Single
2436,Evans Hall,109,Single
2441,Watson Hall,716,Single
2447,Myers Hall,408,Double
2458,Watson Hall,212,Single
2460,Faculty Club,103,Single
2476,Watson Hall,608,Single
2481,Watson Hall,215,Single
2483,Watson Hall,609,Single
2492,Watson Hall,712,Single
2496,Watson Hall,504,Single
2500,Huntington House,208,Double
2514,Musser Hall,428,Single
3001,Evans Hall,209A,Quad
3004,Evans Hall,207A,Triple
3005,Evans Hall,312A,Quad
3006,Myers Hall,404,Double
3007,Watson Hall,604,Single
3008,Cassat Hall,220,Double
3010,Evans Hall,302,Quint
3011,Evans Hall,309A,Quad
3012,Evans Hall,104A,Double
3013,Evans Hall,307A,Quad
3014,Watson Hall,305,Single
3015,Hill House,201,Triple
3016,Cassat Hall,221,Double
3017,Burton Hall,419,Double
3019,Cassat Hall,226,Double
3021,Musser Hall,426,Double
3022,Evans Hall,401,Quint
3024,Huntington House,205,Triple
3025,Evans Hall,204,Triple
3027,Watson Hall,415,Single
3028,Evans Hall,408A,Double
3029,Cassat Hall,420,Double
3031,Cassat Hall,207,Double
3033,Myers Hall,445,Double
3035,Evans Hall,304,Triple
3036,Nourse Hall,17,Single
3041,Myers Hall,401,Double
3042,Cassat Hall,411,Double
3044,Evans Hall,115,Triple
3047,Watson Hall,304,Single
3050,Evans Hall,105,Single
3056,Evans Hall,107,Single
3057,Evans Hall,5,Single
3058,Faculty Club,203,Single
3059,Hill House,208,Double
3061,Nourse Hall,418,Double
3063,Myers Hall,311,Double
3065,Cassat Hall,212,Double
3067,Musser Hall,210,Double
3068,Rice House,203A,Quad
3069,Evans Hall,410A,Double
3074,Evans Hall,116A,Triple
3086,Faculty Club,201,Single
3088,Myers Hall,438,Double
3091,Cassat Hall,320,Double
3092,Cassat Hall,204,Double
3093,Evans Hall,403,Double
3094,Myers Hall,211,Double
3095,Myers Hall,343,Double
3101,Evans Hall,13,Single
3103,Nourse Hall,13,Double
3105,Faculty Club,200,Double
3106,Watson Hall,502,Single
3110,Faculty Club,202,Single
3111,Watson Hall,218,Single
3112,Cassat Hall,403,Double
3113,Myers Hall,302,Double
3114,Evans Hall,305,Double
3115,Evans Hall,210A,Double
3117,Watson Hall,316,Single
3120,Watson Hall,512,Single
3121,Watson Hall,202,Single
3123,Evans Hall,205,Double
3124,Evans Hall,406,Double
3125,Goodhue Hall,410,Double
3127,Goodhue Hall,310,Double
3130,Goodhue Hall,309,Double
3131,Rice House,202,Double
3132,Watson Hall,708,Single
3133,Evans Hall,306,Double
3140,Goodhue Hall,409,Double
3141,Myers Hall,446,Double
3142,Evans Hall,203,Double
3144,Goodhue Hall,207,Double
3145,Musser Hall,401,Double
3147,Myers Hall,336,Double
3151,Myers Hall,236,Double
3155,Evans Hall,9,Single
3160,Huntington House,204,Double
3162,Goodhue Hall,202,Single
3166,Watson Hall,315,Single
3168,Myers Hall,411,Double
3176,Watson Hall,702,Single
3177,Huntington House,105,Double
3179,Watson Hall,219,Single
3184,Burton Hall,401,Double
3187,Myers Hall,241,Double
3190,Evans Hall,7,Single
3193,Watson Hall,318,Single
3198,Watson Hall,719,Single
3199,Goodhue Hall,339,Double
3200,Myers Hall,301,Double
3201,Myers Hall,243,Double
3202,Goodhue Hall,304,Single
3203,Watson Hall,519,Single
3207,Faculty Club,105,Double
3208,Myers Hall,208,Double
3209,Watson Hall,509,Single
3214,Watson Hall,419,Single
3218,Goodhue Hall,405,Double
3220,Goodhue Hall,402,Single
3221,Goodhue Hall,315,Double
3222,Watson Hall,516,Single
3223,Goodhue Hall,345,Double
3224,Goodhue Hall,442,Double
3226,Myers Hall,203,Double
3230,Watson Hall,619,Single
3231,Goodhue Hall,243,Double
3236,Evans Hall,15,Double
3237,Myers Hall,406,Double
3239,Evans Hall,11,Single
3244,Myers Hall,308,Double
3245,Watson Hall,518,Single
3261,Goodhue Hall,219,Single
3262,Goodhue Hall,214,Double
3271,Watson Hall,404,Single
3274,Watson Hall,402,Single
3278,Goodhue Hall,328,Double
3281,Musser Hall,208,Double
3284,Burton Hall,417,Double
3315,Goodhue Hall,428,Double
3317,Allen House,208,Double
3327,Myers Hall,341,Double
3330,Evans Hall,110,Single
3345,Goodhue Hall,104,Double
3349,Watson Hall,705,Single
3350,Goodhue Hall,216,Double
3359,Evans Hall,112,Single
3365,Goodhue Hall,209,Double
3376,Myers Hall,337,Double
3399,Musser Hall,326,Double
3400,Musser Hall,318,Double
3403,Evans Hall,113,Single
3404,Musser Hall,313,Double
3405,Goodhue Hall,419,Single
3411,Musser Hall,319,Double
3414,Myers Hall,201,Double
3433,Musser Hall,325,Double
3434,Faculty Club,101,Single
3436,Musser Hall,213,Double
3440,Musser Hall,306,Double
3443,Watson Hall,302,Single
3454,Goodhue Hall,228,Double
3467,Watson Hall,319,Single
1077,Northfield Option,OPT,
1078,Northfield Option,OPT,
1081,Northfield Option,OPT,
1083,Northfield Option,OPT,
1085,Northfield Option,OPT,
1137,Northfield Option,OPT,
1143,Northfield Option,OPT,
1164,Northfield Option,OPT,
1178,Northfield Option,OPT,
1256,Northfield Option,OPT,
1289,Northfield Option,OPT,
1317,Northfield Option,OPT,
1403,Northfield Option,OPT,
1466,Northfield Option,OPT,
1505,Northfield Option,OPT,

